decision,reaction ID,genes,spore,mother,name,reaction,reaction_with_names
,ABTA,BSU03900,0,0,4-aminobutyrate transaminase,4abut_c + akg_c <=> glu__L_c + sucsal_c,4-Aminobutanoate + 2-Oxoglutarate <=> L-Glutamate + Succinic semialdehyde
,ABTt_1,,0,0,L arabinitol transport via passive diffusion,abt__L_e <=> abt__L_c,L Arabinitol C5H12O5 <=> L Arabinitol C5H12O5
,ABUTD,BSU19310 or BSU38830 or BSU39860,0,0,Aminobutyraldehyde dehydrogenase,4abutn_c + h2o_c + nad_c --> 4abut_c + 2.0 h_c + nadh_c,4-Aminobutanal + H2O H2O + Nicotinamide adenine dinucleotide --> 4-Aminobutanoate + 2.0 H+ + Nicotinamide adenine dinucleotide - reduced
,ABUTt2r,BSU06310,0,0,4 aminobutyrate reversible transport in via proton symport,4abut_e + h_e --> 4abut_c + h_c,4-Aminobutanoate + H+ --> 4-Aminobutanoate + H+
,ACACT1r,BSU24170,0,0,Acetyl-CoA C-acetyltransferase,2.0 accoa_c <=> aacoa_c + coa_c,2.0 Acetyl-CoA <=> Acetoacetyl-CoA + Coenzyme A
,ACACt2,,0,0,Acetoacetate transport via proton symport,acac_e + h_e <=> acac_c + h_c,Acetoacetate + H+ <=> Acetoacetate + H+
,ACGApts,BSU07700 and BSU13900 and BSU13910,0,0,N-Acetyl-D-glucosamine transport via PEP:Pyr PTS,acgam_e + pep_c --> acgam6p_c + pyr_c,N-Acetyl-D-glucosamine + Phosphoenolpyruvate --> N-Acetyl-D-glucosamine 6-phosphate + Pyruvate
,ACGS,BSU11200,0,0,N-acetylglutamate synthase,accoa_c + glu__L_c --> acglu_c + coa_c + h_c,Acetyl-CoA + L-Glutamate --> N-Acetyl-L-glutamate + Coenzyme A + H+
,ACMANAt2,,0,0,N acetyl D mannosamine proton symport,acmana_e + h_e --> acmana_c + h_c,N-Acetyl-D-mannosamine + H+ --> N-Acetyl-D-mannosamine + H+
,ACOAD1,BSU32820 or BSU24150 or BSU37170 or BSU18260 or BSU04520,0,0,Acyl-CoA dehydrogenase (butanoyl-CoA),b2coa_c + h_c + nadh_c <=> btcoa_c + nad_c,Crotonoyl-CoA + H+ + Nicotinamide adenine dinucleotide - reduced <=> Butanoyl-CoA + Nicotinamide adenine dinucleotide
,ACOAD2,BSU37170 or BSU24150,0,0,Acyl-CoA dehydrogenase (hexanoyl-CoA),h_c + hx2coa_c + nadh_c <=> hxcoa_c + nad_c,H+ + Trans-Hex-2-enoyl-CoA + Nicotinamide adenine dinucleotide - reduced <=> Hexanoyl-CoA (n-C6:0CoA) + Nicotinamide adenine dinucleotide
,ACOAD20,BSU18260 or BSU32820 or BSU04520,0,0,Acyl CoA dehydrogenase  2 methylbutnoyl CoA ,2.0 2mbcoa_c + o2_c --> 2.0 2mb2coa_c + 2.0 h2o_c,2.0 2-Methylbutanoyl-CoA + O2 O2 --> 2.0 Trans-2-Methylbut-2-enoyl-CoA + 2.0 H2O H2O
,ACOAD3,BSU24150 or BSU37170,0,0,Acyl-CoA dehydrogenase (octanoyl-CoA),nad_c + occoa_c <=> h_c + nadh_c + oc2coa_c,Nicotinamide adenine dinucleotide + Octanoyl-CoA (n-C8:0CoA) <=> H+ + Nicotinamide adenine dinucleotide - reduced + Trans-Oct-2-enoyl-CoA
,ACOAD4_1,BSU37170 or BSU24150,0,0,Acyl CoA dehydrogenase  decanoyl CoA ,dccoa_c + nad_c <=> dc2coa_c + h_c + nadh_c,Decanoyl CoA C31H50N7O17P3S + Nicotinamide adenine dinucleotide <=> Trans-Dec-2-enoyl-CoA + H+ + Nicotinamide adenine dinucleotide - reduced
,ACOAD5_1,BSU24150 or BSU37170,0,0,Acyl CoA dehydrogenase  dodecanoyl CoA ,ddcoa_c + nad_c <=> h_c + nadh_c + trans_dd2coa_c,Dodecanoyl CoA  n C120CoA  C33H54N7O17P3S + Nicotinamide adenine dinucleotide <=> H+ + Nicotinamide adenine dinucleotide - reduced + Trans Dodec 2 enoyl CoA C33H52N7O17P3S
,ACOAD6,BSU37170 or BSU24150,0,0,Acyl-CoA dehydrogenase (tetradecanoyl-CoA),nad_c + tdcoa_c <=> h_c + nadh_c + td2coa_c,Nicotinamide adenine dinucleotide + Tetradecanoyl-CoA (n-C14:0CoA) <=> H+ + Nicotinamide adenine dinucleotide - reduced + Trans-Tetradec-2-enoyl-CoA
,ACOADH2,BSU04520 or BSU18260 or BSU32820,0,0,Acyl CoA dehydrogenase  isobutyryl CoA ,2.0 ibcoa_c + o2_c --> 2.0 2mp2coa_c + 2.0 h2o_c,2.0 Isobutyryl-CoA + O2 O2 --> 2.0 2-Methylprop-2-enoyl-CoA + 2.0 H2O H2O
,ACODA_1,BSU15350,0,0,Acetylornithine deacetylase,acorn_c + h2o_c --> ac_c + orn__L_c,N2-Acetyl-L-ornithine + H2O H2O --> Acetate + L Ornithine C5H13N2O2
,ACS,BSU29680,0,0,Acetyl-CoA synthetase,ac_c + atp_c + coa_c --> accoa_c + amp_c + ppi_c,Acetate + ATP C10H12N5O13P3 + Coenzyme A --> Acetyl-CoA + AMP C10H12N5O7P + Diphosphate
,ACS2,BSU29680,0,0,Acetyl-CoA synthase (propionate),atp_c + coa_c + ppa_c --> amp_c + ppcoa_c + ppi_c,ATP C10H12N5O13P3 + Coenzyme A + Propionate (n-C3:0) --> AMP C10H12N5O7P + Propanoyl-CoA + Diphosphate
,ACTNabc,BSU30450 and BSU30440 and BSU30430 and BSU30420 and BSU30410,0,0,Acetoin transport via ABC system,actn__R_e + atp_c + h2o_c --> actn__R_c + adp_c + h_c + pi_c, R  Acetoin C4H8O2 + ATP C10H12N5O13P3 + H2O H2O -->  R  Acetoin C4H8O2 + ADP C10H12N5O10P2 + H+ + Phosphate
,ACTNabc1,BSU30450 and BSU30440 and BSU30430 and BSU30420 and BSU30410,0,0,Acetoin efflux  via ABC system,actn__R_c + atp_c + h2o_c --> actn__R_e + adp_c + h_c + pi_c, R  Acetoin C4H8O2 + ATP C10H12N5O13P3 + H2O H2O -->  R  Acetoin C4H8O2 + ADP C10H12N5O10P2 + H+ + Phosphate
,ADADir,BSU00140,0,0,Deoxycytidine kinase,atp_c + dcyt_c --> adp_c + dcmp_c + h_c,ATP C10H12N5O13P3 + Deoxycytidine --> ADP C10H12N5O10P2 + DCMP C9H12N3O7P + H+
,ADCL,BSU00760,0,1.15E-05,4-aminobenzoate synthase,4adcho_c --> 4abz_c + h_c + pyr_c,4-amino-4-deoxychorismate --> 4-Aminobenzoate + H+ + Pyruvate
,ADCS,BSU00740 and BSU00750,0,1.15E-05,4-amino-4-deoxychorismate synthase,chor_c + gln__L_c --> 4adcho_c + glu__L_c,Chorismate + L-Glutamine --> 4-amino-4-deoxychorismate + L-Glutamate
,ADD,BSU14520,0,0,Adenine deaminase,ade_c + h2o_c + h_c --> hxan_c + nh4_c,Adenine + H2O H2O + H+ --> Hypoxanthine + Ammonium
,ADEt2,,0,0,Adenine transport in via proton symport,ade_e + h_e --> ade_c + h_c,Adenine + H+ --> Adenine + H+
,ADK2,BSU01370,0,0,Adenylate kinase (Inorganic triphosphate),amp_c + pppi_c <=> adp_c + ppi_c,AMP C10H12N5O7P + Inorganic triphosphate <=> ADP C10H12N5O10P2 + Diphosphate
,ADMDC,BSU29010,0,0,Adenosylmethionine decarboxylase,amet_c + h_c <=> ametam_c + co2_c,S-Adenosyl-L-methionine + H+ <=> S-Adenosylmethioninamine + CO2 CO2
,ADNK1,BSU00140,0,0,Adenosine kinase,adn_c + atp_c --> adp_c + amp_c + h_c,Adenosine + ATP C10H12N5O13P3 --> ADP C10H12N5O10P2 + AMP C10H12N5O7P + H+
,ADNt2,BSU38710,0,0,Adenosine transport in via proton symport,adn_e + h_e <=> adn_c + h_c,Adenosine + H+ <=> Adenosine + H+
,ADPRDP,BSU23610,0,0,ADPribose diphosphatase,adprib_c + h2o_c --> amp_c + 2.0 h_c + r5p_c,ADPribose C15H21N5O14P2 + H2O H2O --> AMP C10H12N5O7P + 2.0 H+ + Alpha-D-Ribose 5-phosphate
,ADPT,BSU27610,0,0,Adenine phosphoribosyltransferase,ade_c + prpp_c --> amp_c + ppi_c,Adenine + 5-Phospho-alpha-D-ribose 1-diphosphate --> AMP C10H12N5O7P + Diphosphate
,AGDC,BSU35010,0,0,N-acetylglucosamine-6-phosphate deacetylase,acgam6p_c + h2o_c --> ac_c + gam6p_c,N-Acetyl-D-glucosamine 6-phosphate + H2O H2O --> Acetate + D-Glucosamine 6-phosphate
,AGMT,BSU37490,0,0,Agmatinase,agm_c + h2o_c --> ptrc_c + urea_c,Agmatine + H2O H2O --> Putrescine + Urea CH4N2O
,AHCYSNS,BSU27270,0,0,S-adenosylhomocysteine nucleosidase,ahcys_c + h2o_c --> ade_c + rhcys_c,S-Adenosyl-L-homocysteine + H2O H2O --> Adenine + S-Ribosyl-L-homocysteine
,AHMMPS_1,BSU08790,0,0,4 amino 5 hydroxymethyl 2 methylpyrimidine synthetase,air_c + h2o_c --> 4ahmmp_c + gcald_c + 0.5 o2_c + pi_c,5-amino-1-(5-phospho-D-ribosyl)imidazole + H2O H2O --> 4-Amino-5-hydroxymethyl-2-methylpyrimidine + Glycolaldehyde + 0.5 O2 O2 + Phosphate
,AHSERL3,BSU00730,0,0,Cysteine synthase  Selenide ,acser_c + seln_c <=> ac_c + scys__L_c,O-Acetyl-L-serine + Selenide <=> Acetate + S-Sulfo-L-cysteine
,AHSERL4,BSU00730,0,0,Cysteine synthase  Thiosulfate ,BSU28500-MONOMER + acser_c + tsul_c <=> BSU28500-MONOMER_mod_Oxidized + ac_c + cys__L_c + h_c + so3_c,Reduced thioredoxin + O-Acetyl-L-serine + Thiosulfate <=> Oxidized thioredoxin + Acetate + L-Cysteine + H+ + Sulfite
,AKGt2r,BSU07570 or BSU18540,0,0,2 oxoglutarate reversible transport via symport,akg_e + h_e --> akg_c + h_c,2-Oxoglutarate + H+ --> 2-Oxoglutarate + H+
,AKP1,BSU09410 or BSU05740,0,1.15E-05,Alkaline phosphatase  Dihydroneopterin ,ahdt_c + 3.0 h2o_c --> dhnpt_c + 2.0 h_c + 3.0 pi_c,"2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate + 3.0 H2O H2O --> Dihydroneopterin + 2.0 H+ + 3.0 Phosphate"
,ALAD_L,BSU31930,0,0,L-alanine dehydrogenase,ala__L_c + h2o_c + nad_c --> h_c + nadh_c + nh4_c + pyr_c,L-Alanine + H2O H2O + Nicotinamide adenine dinucleotide --> H+ + Nicotinamide adenine dinucleotide - reduced + Ammonium + Pyruvate
,ALAt2r,BSU27810 or BSU02420 or BSU18120,0,0,L alanine reversible transport via proton symport,ala__L_e + h_e --> ala__L_c + h_c,L-Alanine + H+ --> L-Alanine + H+
,ALCD19_L,BSU09530 or BSU39780,0,0,Alcohol dehydrogenase  L glyceraldehyde to glycerol  NADP ,Lglyald_c + h_c + nadph_c <=> glyc_c + nadp_c,L Glyceraldehyde C3H6O3 + H+ + Nicotinamide adenine dinucleotide phosphate - reduced <=> Glycerol + Nicotinamide adenine dinucleotide phosphate
,ALCD2y,BSU26970 or BSU27010,0,0,"Alcohol dehydrogenase (ethanol, NADP)",etoh_c + nadp_c <=> acald_c + h_c + nadph_c,Ethanol + Nicotinamide adenine dinucleotide phosphate <=> Acetaldehyde + H+ + Nicotinamide adenine dinucleotide phosphate - reduced
,ALDD1,BSU38830 or BSU39860 or BSU19310,0,0,Aldehyde dehydrogenase  formaldehyde  NAD ,fald_c + h2o_c + nad_c --> for_c + 2.0 h_c + nadh_c,Formaldehyde + H2O H2O + Nicotinamide adenine dinucleotide --> Formate + 2.0 H+ + Nicotinamide adenine dinucleotide - reduced
,ALDD10,BSU39860 or BSU19310 or BSU38830,0,0,Aldehyde dehydrogenase  decanal  NAD ,dcal_c + h2o_c + nad_c --> dca_c + 2.0 h_c + nadh_c,Decanal C10H20O + H2O H2O + Nicotinamide adenine dinucleotide --> Decanoate (n-C10:0) + 2.0 H+ + Nicotinamide adenine dinucleotide - reduced
,ALDD11,BSU39860 or BSU38830 or BSU19310,0,0,Aldehyde dehydrogenase  undecanal  NAD ,h2o_c + nad_c + udcal_c --> 2.0 h_c + nadh_c + udca_c,H2O H2O + Nicotinamide adenine dinucleotide + Undecanal C11H22O --> 2.0 H+ + Nicotinamide adenine dinucleotide - reduced + Undecanoate C11H21O2
,ALDD12,BSU39860 or BSU19310 or BSU38830,0,0,Aldehyde dehydrogenase  dodecanal  NAD ,ddcal_c + h2o_c + nad_c --> ddca_c + 2.0 h_c + nadh_c,Dodecanal C12H24O + H2O H2O + Nicotinamide adenine dinucleotide --> Dodecanoate (n-C12:0) + 2.0 H+ + Nicotinamide adenine dinucleotide - reduced
,ALDD13,BSU39860 or BSU38830 or BSU19310,0,0,Aldehyde dehydrogenase  tridecanal  NAD ,h2o_c + nad_c + trdcal_c --> 2.0 h_c + nadh_c + trdca_c,H2O H2O + Nicotinamide adenine dinucleotide + Tridecanal C13H26O --> 2.0 H+ + Nicotinamide adenine dinucleotide - reduced + Tridecanoate C13H25O2
,ALDD14,BSU39860 or BSU38830 or BSU19310,0,0,Aldehyde dehydrogenase  tetradecanal  NAD ,h2o_c + nad_c + ttdcal_c --> 2.0 h_c + nadh_c + ttdca_c,H2O H2O + Nicotinamide adenine dinucleotide + Tetradecanal C14H28O --> 2.0 H+ + Nicotinamide adenine dinucleotide - reduced + Tetradecanoate (n-C14:0)
,ALDD15,BSU39860 or BSU38830 or BSU19310,0,0,Aldehyde dehydrogenase  pentadecanal  NAD ,h2o_c + nad_c + ptdcal_c --> 2.0 h_c + nadh_c + ptdca_c,H2O H2O + Nicotinamide adenine dinucleotide + Pentadecanal C15H30O --> 2.0 H+ + Nicotinamide adenine dinucleotide - reduced + Pentadecanoate  C150  C15H29O2
,ALDD16,BSU39860 or BSU38830 or BSU19310,0,0,Aldehyde dehydrogenase  hexadecanal  NAD ,h2o_c + hxdcal_c + nad_c --> 2.0 h_c + hdca_c + nadh_c,H2O H2O + Hexadecanal C16H32O + Nicotinamide adenine dinucleotide --> 2.0 H+ + Hexadecanoate (n-C16:0) + Nicotinamide adenine dinucleotide - reduced
,ALDD17,BSU39860 or BSU38830 or BSU19310,0,0,Aldehyde dehydrogenase  heptadecanal  NAD ,h2o_c + hpdcal_c + nad_c --> 2.0 h_c + hpdca_c + nadh_c,H2O H2O + Heptadecanal C17H34O + Nicotinamide adenine dinucleotide --> 2.0 H+ + Heptadecanoate  C170  C17H33O2 + Nicotinamide adenine dinucleotide - reduced
,ALDD18,BSU39860 or BSU38830 or BSU19310,0,0,Aldehyde dehydrogenase  octadecanal  NAD ,h2o_c + nad_c + ocdcal_c --> 2.0 h_c + nadh_c + ocdca_c,H2O H2O + Nicotinamide adenine dinucleotide + Octadecanal C18H36O --> 2.0 H+ + Nicotinamide adenine dinucleotide - reduced + Octadecanoate (n-C18:0)
,ALDD20x_1,BSU19310 or BSU39860 or BSU38830,0,0,Aldehyde dehydrogenase  NAD ,h2o_c + imzacd_c + nad_c --> 2.0 h_c + imzac_c + nadh_c,H2O H2O + Imidazole 4 acetaldehyde C5H7N2O + Nicotinamide adenine dinucleotide --> 2.0 H+ + Imidazole 4 acetate C5H6N2O2 + Nicotinamide adenine dinucleotide - reduced
,ALDD2x,BSU39860 or BSU38830 or BSU19310,0,0,"Aldehyde dehydrogenase (acetaldehyde, NAD)",acald_c + h2o_c + nad_c --> ac_c + 2.0 h_c + nadh_c,Acetaldehyde + H2O H2O + Nicotinamide adenine dinucleotide --> Acetate + 2.0 H+ + Nicotinamide adenine dinucleotide - reduced
,ALDD3,BSU39860 or BSU38830 or BSU19310,0,0,Aldehyde dehydrogenase  propanal  NAD ,h2o_c + nad_c + ppal_c --> 2.0 h_c + nadh_c + ppa_c,H2O H2O + Nicotinamide adenine dinucleotide + Propanal --> 2.0 H+ + Nicotinamide adenine dinucleotide - reduced + Propionate (n-C3:0)
,ALDD31_1,BSU38830 or BSU39860 or BSU19310,0,0,Aldehyde dehydrogenase  aminoacetaldehyde  NAD ,amacald_c + h2o_c + nad_c --> gly_c + h_c + nadh_c,Aminoacetaldehyde C2H5NO + H2O H2O + Nicotinamide adenine dinucleotide --> Glycine + H+ + Nicotinamide adenine dinucleotide - reduced
,ALDD32,BSU39860 or BSU19310 or BSU38830,0,0,Aldehyde dehydrogenase  D Glucuronolactone  NADH ,glcurn_c + 2.0 h2o_c + nad_c --> glcr_c + 3.0 h_c + nadh_c,D Glucurone C6H8O6 + 2.0 H2O H2O + Nicotinamide adenine dinucleotide --> D-Glucarate + 3.0 H+ + Nicotinamide adenine dinucleotide - reduced
,ALDD4,BSU39860 or BSU38830 or BSU19310,0,0,"Aldehyde dehydrogenase (butanal, NAD)",btal_c + h2o_c + nad_c --> but_c + 2.0 h_c + nadh_c,Butanal C4H8O + H2O H2O + Nicotinamide adenine dinucleotide --> Butyrate (n-C4:0) + 2.0 H+ + Nicotinamide adenine dinucleotide - reduced
,ALDD4x,BSU39860 or BSU38830 or BSU19310,0,0,Aldehyde dehydrogenase  methylmalonate semialdehyde  NAD ,h2o_c + mmalsa__S_c + nad_c --> 2.0 h_c + mmal_c + nadh_c,H2O H2O +  S  Methylmalonate semialdehyde C4H5O3 + Nicotinamide adenine dinucleotide --> 2.0 H+ + Methylmalonate C4H4O4 + Nicotinamide adenine dinucleotide - reduced
,ALDD5,BSU39860 or BSU38830 or BSU19310,0,0,Aldehyde dehydrogenase  pentanal  NAD ,h2o_c + nad_c + ptal_c --> 2.0 h_c + nadh_c + pta_c,H2O H2O + Nicotinamide adenine dinucleotide + Pentanal --> 2.0 H+ + Nicotinamide adenine dinucleotide - reduced + Pentanoate
,ALDD6,BSU39860 or BSU38830 or BSU19310,0,0,Aldehyde dehydrogenase  hexanal  NAD ,h2o_c + hxal_c + nad_c --> 2.0 h_c + hxa_c + nadh_c,H2O H2O + Hexanal C6H12O + Nicotinamide adenine dinucleotide --> 2.0 H+ + Hexanoate (n-C6:0) + Nicotinamide adenine dinucleotide - reduced
,ALDD7,BSU39860 or BSU38830 or BSU19310,0,0,Aldehyde dehydrogenase  heptanal  NAD ,h2o_c + hpal_c + nad_c --> 2.0 h_c + hpa_c + nadh_c,H2O H2O + Heptanal C7H14O + Nicotinamide adenine dinucleotide --> 2.0 H+ + Heptanoate C7H13O2 + Nicotinamide adenine dinucleotide - reduced
,ALDD8,BSU39860 or BSU19310 or BSU38830,0,0,Aldehyde dehydrogenase  octanal  NAD ,h2o_c + nad_c + octal_c --> 2.0 h_c + nadh_c + octa_c,H2O H2O + Nicotinamide adenine dinucleotide + Octanal C8H16O --> 2.0 H+ + Nicotinamide adenine dinucleotide - reduced + Octanoate (n-C8:0)
,ALDD9,BSU39860 or BSU38830 or BSU19310,0,0,Aldehyde dehydrogenase  nonanal  NAD ,h2o_c + nad_c + nonal_c --> 2.0 h_c + nadh_c + nona_c,H2O H2O + Nicotinamide adenine dinucleotide + Nonanal C9H18O --> 2.0 H+ + Nicotinamide adenine dinucleotide - reduced + Nonanoate C9H17O2
,ALLTAHr,,0,0,Allantoate amidinohydrolase  reversible,alltt_c + h2o_c <=> urdglyc_c + urea_c,Allantoate + H2O H2O <=> (-)-Ureidoglycolate + Urea CH4N2O
,ALLTN,BSU32410,0,0,Allantoinase,alltn_c + h2o_c --> alltt_c + h_c,Allantoin + H2O H2O --> Allantoate + H+
,ALLTNt2r,,0,0,Allantoin transport in via proton symport,alltn_e + h_e --> alltn_c + h_c,Allantoin + H+ --> Allantoin + H+
,ALTRH,BSU12390,0,0,Altronate hydrolase,altrn_c --> 2ddglcn_c + h2o_c,D-Altronate --> 2-Dehydro-3-deoxy-D-gluconate + H2O H2O
,AMAA,BSU25900 and BSU17410 and BSU01530 and BSU25710 and BSU35620,0,0,N-acetylmuramoyl-L-alanine amidase,acmama_c + h2o_c --> acmam_c + ala__L_c,N-Acetyl-D-muramoyl-L-alanine + H2O H2O --> N-Acetyl-D-muramoate + L-Alanine
,AMAOTr,BSU30230,0,0,Adenosylmethionine-8-amino-7-oxononanoate transaminase,8aonn_c + amet_c <=> amob_c + dann_c,"8-Amino-7-oxononanoate + S-Adenosyl-L-methionine <=> S-Adenosyl-4-methylthio-2-oxobutanoate + 7,8-Diaminononanoate"
,AMMQT7,BSU22750,0,0,S adenosylmethione2 demthylmenaquinone methyltransferase  menaquinone 7 ,2dmmq7_c + amet_c + nadph_c --> ahcys_c + mql7_c + nadp_c,2 Demethylmenaquinone 7 C45H62O2 + S-Adenosyl-L-methionine + Nicotinamide adenine dinucleotide phosphate - reduced --> S-Adenosyl-L-homocysteine + Menaquinol 7 C46H66O2 + Nicotinamide adenine dinucleotide phosphate
,ANTIMt1,BSU25790,0,0,Antimonite  transporter via uniport,antim_c --> antim_e,Antimonite Sb --> Antimonite Sb
,AOXSr,BSU30220,0,0,8-amino-7-oxononanoate synthase,ala__L_c + h_c + pmcoa_c --> 8aonn_c + co2_c + coa_c,L-Alanine + H+ + Pimeloyl-CoA --> 8-Amino-7-oxononanoate + CO2 CO2 + Coenzyme A
,APRAUR,BSU23280,0,1.03E-08,5-amino-6-(5-phosphoribosylamino)uracil reductase,5apru_c + h_c + nadph_c --> 5aprbu_c + nadp_c,5-Amino-6-(5'-phosphoribosylamino)uracil + H+ + Nicotinamide adenine dinucleotide phosphate - reduced --> 5-Amino-6-(5'-phosphoribitylamino)uracil + Nicotinamide adenine dinucleotide phosphate
,ARAB_Dt,,0,0,D arabinose reversible transport,arab__D_e <=> arab__D_c,D Arabinose C5H10O5 <=> D Arabinose C5H10O5
,ARABDI,,0,0,L-fucose isomerase,arab__D_c <=> rbl__D_c,D Arabinose C5H10O5 <=> D-Ribulose
,ARABRr,BSU29050 or BSU33400,0,0,Arabinose reductase,arab__L_c + h_c + nadph_c <=> abt__L_c + nadp_c,L-Arabinose + H+ + Nicotinamide adenine dinucleotide phosphate - reduced <=> L Arabinitol C5H12O5 + Nicotinamide adenine dinucleotide phosphate
,ARAI,BSU28800,0,0,L-arabinose isomerase,arab__L_c <=> rbl__L_c,L-Arabinose <=> L-Ribulose
,ARBabc,BSU28750 and BSU28740 and BSU28730,0,0,L-arabinose transport via ABC system,arab__L_e + atp_c + h2o_c --> adp_c + arab__L_c + h_c + pi_c,L-Arabinose + ATP C10H12N5O13P3 + H2O H2O --> ADP C10H12N5O10P2 + L-Arabinose + H+ + Phosphate
,ARBt2r,BSU33960,0,0,L-arabinose transport via proton symport,arab__L_e + h_e --> arab__L_c + h_c,L-Arabinose + H+ --> L-Arabinose + H+
,ARBTpts,BSU39270 and BSU13900 and BSU13910,0,0,Arbutin transport via PEPPyr PTS,arbt_e + pep_c --> arbt6p_c + pyr_c,Arbutin C12H16O7 + Phosphoenolpyruvate --> Arbutin 6-phosphate + Pyruvate
,ARGabc,BSU23980 and BSU23970 and BSU23960,0,0,L-arginine transport via ABC system,arg__L_e + atp_c + h2o_c --> adp_c + arg__L_c + h_c + pi_c,L-Arginine + ATP C10H12N5O13P3 + H2O H2O --> ADP C10H12N5O10P2 + L-Arginine + H+ + Phosphate
,ARGDC,BSU14630,0,0,Arginine decarboxylase,arg__L_c + h_c --> agm_c + co2_c,L-Arginine + H+ --> Agmatine + CO2 CO2
,ARGKr,,0,0,ATPL arginine N phosphotransferase,arg__L_c + atp_c <=> adp_c + argp_c + h_c,L-Arginine + ATP C10H12N5O13P3 <=> ADP C10H12N5O10P2 + L Arginine phosphate C6H14N4O5P + H+
,ARGN_1,BSU40320,0,0,Arginase,arg__L_c + h2o_c --> orn__L_c + urea_c,L-Arginine + H2O H2O --> L Ornithine C5H13N2O2 + Urea CH4N2O
,ARSENBabc,(BSU33830 and BSU33820 and BSU33810 and BSU33800) or (BSU02980 and BSU02990 and BSU03000),0,0,Arsenobetaine transport in via ABC system,arsenb_e + atp_c + h2o_c --> adp_c + arsenb_c + h_c + pi_c,ARSENOBETAINE C5H11AsO2 + ATP C10H12N5O13P3 + H2O H2O --> ADP C10H12N5O10P2 + ARSENOBETAINE C5H11AsO2 + H+ + Phosphate
,ARSENBt2,BSU30070,0,0,Arsenobetaine transport in via proton symport,arsenb_e + h_e --> arsenb_c + h_c,ARSENOBETAINE C5H11AsO2 + H+ --> ARSENOBETAINE C5H11AsO2 + H+
,ARSNAt1,BSU25790,0,0,Arsenate transporter,arsna_c --> arsna_e,Arsenate AsHO4 --> Arsenate AsHO4
,ARSt1,BSU36030 or BSU05340 or BSU25790,0,0,Arsenite transporter via uniport,arsni2_c --> arsni2_e,Arsenite AsH3O3 --> Arsenite AsH3O3
,ASNN,BSU23580,0,0,L-asparaginase,asn__L_c + h2o_c --> asp__L_c + nh4_c,L-Asparagine + H2O H2O --> L-Aspartate + Ammonium
,ASP1DC,BSU22410,0,6.09E-19,Aspartate 1-decarboxylase,asp__L_c + h_c --> ala_B_c + co2_c,L-Aspartate + H+ --> Beta-Alanine + CO2 CO2
,ASPO1,BSU27870,0,0,L-aspartate oxidase,asp__L_c + h2o_c + o2_c --> h2o2_c + nh4_c + oaa_c,L-Aspartate + H2O H2O + O2 O2 --> Hydrogen peroxide + Ammonium + Oxaloacetate
,ASPO6,BSU27870,0,3.25E-08,L-aspartate oxidase,asp__L_c + o2_c --> h2o2_c + h_c + iasp_c,L-Aspartate + O2 O2 --> Hydrogen peroxide + H+ + Iminoaspartate
,ASPT,BSU23570,0,0,L-aspartase,asp__L_c --> fum_c + nh4_c,L-Aspartate --> Fumarate + Ammonium
,ASPt2r,BSU10220,0,0,L aspartate reversible transport via proton symport,asp__L_e + h_e --> asp__L_c + h_c,L-Aspartate + H+ --> L-Aspartate + H+
,ATPM,,0,0,ATP maintenance requirement,atp_c + h2o_c --> adp_c + h_c + pi_c,ATP C10H12N5O13P3 + H2O H2O --> ADP C10H12N5O10P2 + H+ + Phosphate
,BALAt2r,BSU06310,0,0,Beta Alanine transport in via proton symport,ala_B_e + h_e --> ala_B_c + h_c,Beta-Alanine + H+ --> Beta-Alanine + H+
,BETALDHx,BSU31060,0,0,Betaine-aldehyde dehydrogenase,betald_c + h2o_c + nad_c --> glyb_c + 2.0 h_c + nadh_c,Betaine aldehyde + H2O H2O + Nicotinamide adenine dinucleotide --> Glycine betaine + 2.0 H+ + Nicotinamide adenine dinucleotide - reduced
,BG_CELLB,BSU39260,0,0,Beta glucosidase  cellobiose ,cellb_e + h2o_e --> 2.0 glc__D_e,Cellobiose + H2O H2O --> 2.0 D-Glucose
,BG_MADG,BSU39260,0,0,Beta glucosidase  methyl alpha D glucoside ,h2o_e + madg_e --> glc__D_e + meoh_e,H2O H2O + Alpha Methyl D glucoside C7H14O6 --> D-Glucose + Methanol
,BG_MBDG,BSU39260,0,0,Beta glucosidase,h2o_e + mbdg_e --> glc__D_e + meoh_e,H2O H2O + Beta Methylglucoside C7H14O6 --> D-Glucose + Methanol
,BGLA1,BSU38560 or BSU40110,0,0,6-phospho-beta-glucosidase,6pgg_c + h2o_c --> g6p_c + glc__D_c,"6-Phospho-beta-D-glucosyl-(1,4)-D-glucose + H2O H2O --> D-Glucose 6-phosphate + D-Glucose"
,BILEt4,BSU19350,0,0,Bile acid transport in via sodium symport,bilea_e + na1_e --> bilea_c + na1_c,Bile acid C24H39O5 + Sodium --> Bile acid C24H39O5 + Sodium
